FID	Number_of	Bee_Family	Bee_Genus	Subgenus	Species	Subspecies	Location_D	Date	Floral_Hos
24174	3	Megachilidae	Megachile	(Litomegachile)	sp. 2 (aff. brevis)	 	Duffy Mesa, 2 mi NNW	15-Sep-03	No Floral Record
24175	1	Megachilidae	Megachile	(Litomegachile)	sp. 2 (aff. brevis)	 	Duffy Mesa, 2 mi NNW	19-May-03	No Floral Record
24176	1	Megachilidae	Megachile	(Litomegachile)	sp. 2 (aff. brevis)	 	Duffy Mesa, 2 mi NNW	29-Jul-03	No Floral Record
24177	1	Megachilidae	Megachile	(Litomegachile)	sp. 2 (aff. brevis)	 	Duffy Mesa, 2 mi NNW	29-Jul-03	Oenothera sp.
24178	1	Megachilidae	Megachile	(Litomegachile)	sp. 2 (aff. brevis)	 	Duffy Mesa, 2 mi NNW	15-Sep-03	Stephanomeria sp.
24179	1	Megachilidae	Megachile	(Litomegachile)	sp. 2 (aff. brevis)	 	Duffy Mesa, 2 mi NNW	20-May-02	Tamarix sp.
24180	1	Megachilidae	Megachile	(Litomegachile)	sp. 2 (aff. brevis)	 	Duffy Mesa, 2 mi NNW	8-Jun-00	Taraxacum officinale
24181	1	Megachilidae	Megachile	(Litomegachile)	texana	 	Duffy Mesa, 2 mi NNW	28-Aug-01	Aster falcatus
24182	1	Megachilidae	Megachile	(Litomegachile)	texana	 	Duffy Mesa, 2 mi NNW	12-Aug-02	Melilotus alba
24183	1	Megachilidae	Megachile	(Litomegachile)	texana	 	Duffy Mesa, 2 mi NNW	29-Jul-02	Melilotus alba
24184	1	Megachilidae	Megachile	(Litomegachile)	texana	 	Duffy Mesa, 2 mi NNW	17-Jun-02	Melilotus officinalis
24185	1	Megachilidae	Megachile	(Litomegachile)	texana	 	Duffy Mesa, 2 mi NNW	29-Jul-02	Melilotus officinalis
24186	1	Megachilidae	Megachile	(Litomegachile)	texana	 	Duffy Mesa, 2 mi NNW	12-Aug-03	No Floral Record
24187	1	Megachilidae	Megachile	(Litomegachile)	texana	 	Duffy Mesa, 2 mi NNW	12-Sep-02	No Floral Record
24188	1	Megachilidae	Megachile	(Litomegachile)	texana	 	Duffy Mesa, 2 mi NNW	2-Jul-01	No Floral Record
24189	1	Megachilidae	Megachile	(Litomegachile)	texana	 	Duffy Mesa, 2 mi NNW	29-Jul-03	No Floral Record
24190	1	Megachilidae	Megachile	(Litomegachile)	texana	 	Duffy Mesa, 2 mi NNW	12-Aug-02	Thelypodium integrifolium
24191	1	Megachilidae	Megachile	(Megachile)	montivaga	 	Duffy Mesa, 2 mi NNW	1-Sep-03	No Floral Record
24192	1	Megachilidae	Megachile	(Megachiloides)	n. sp. 1 (aff. umatillensis)	 	Duffy Mesa, 2 mi NNW	12-Aug-03	No Floral Record
24193	4	Megachilidae	Megachile	(Megachiloides)	legalis	 	Duffy Mesa, 2 mi NNW	17-Jun-03	No Floral Record
24194	2	Megachilidae	Megachile	(Megachiloides)	mucorosa	 	Duffy Mesa, 2 mi NNW	17-Jun-03	No Floral Record
24195	1	Megachilidae	Megachile	(Xanthosarus)	cochisiana	 	Escalante Riv. Jct Death Hollow, 1.1 mi W	24-Aug-01	Asteraceae sp. (purple)
24196	3	Megachilidae	Megachile	(Xanthosarus)	cochisiana	 	Escalante Riv. Jct Death Hollow, 1.1 mi W	30-Aug-02	No Floral Record
24197	1	Megachilidae	Megachile	(Xanthosarus)	cochisiana	 	Escalante Riv., jct Death Hollow, 1.3 mi W	6-Aug-01	Chrysothamnus sp.
24198	1	Megachilidae	Megachile	(Xanthosarus)	cochisiana	 	Escalante River, jct Hwy 12	22-Sep-03	Ericameria nauseosa
24199	1	Megachilidae	Megachile	(Xanthosarus)	cochisiana	 	Hot Canyon, 0.8 mi ESE	23-Jun-03	No Floral Record
24200	1	Megachilidae	Megachile	(Xanthosarus)	cochisiana	 	Kitchen Corral Spr., 1.0 mi N	25-Sep-03	Senecio spartioides
24201	1	Megachilidae	Megachile	(Xanthosarus)	cochisiana	 	Little No Man's Mesa, 3.12 mi NW	20-Aug-03	Viguiera multiflora
24202	1	Megachilidae	Dianthidium	(Dianthidium)	ulkei	 	Long Canyon	29-Jul-03	Grindelia squarrosa
24203	1	Megachilidae	Dianthidium	(Dianthidium)	ulkei	 	Long Canyon	18-Jun-03	Heterotheca villosa
24204	1	Megachilidae	Dianthidium	(Dianthidium)	ulkei	 	Long Canyon	1-Sep-03	Machaeranthera canescens
24205	2	Megachilidae	Megachile	(Xanthosarus)	cochisiana	 	Long Cyn, 0.8 mi NNW mouth	2-Aug-00	Cirsium sp.
24206	1	Megachilidae	Megachile	(Xanthosarus)	cochisiana	 	Long Cyn, 0.8 mi NNW mouth	18-Aug-00	Melilotus officinalis
24207	3	Megachilidae	Megachile	(Xanthosarus)	cochisiana	 	Long Cyn, 0.8 mi NNW mouth	14-Aug-01	Melilotus sp.
24208	2	Megachilidae	Megachile	(Xanthosarus)	cochisiana	 	Long Cyn, 0.8 mi NNW mouth	14-Aug-01	No Floral Record
24209	1	Megachilidae	Megachile	(Xanthosarus)	cochisiana	 	Nephi Pasture, 2.51 mi W	20-Aug-03	No Floral Record
24210	2	Megachilidae	Megachile	(Xanthosarus)	cochisiana	 	Pioneer Mesa, 2.3 mi E	16-Jun-03	No Floral Record
24211	1	Megachilidae	Megachile	(Xanthosarus)	cochisiana	 	The Gulch	14-Aug-01	Cleome lutea
24212	1	Megachilidae	Megachile	(Xanthosarus)	cochisiana	 	The Gulch	13-Jun-03	Glycyrrhiza lepidota
24213	13	Megachilidae	Megachile	(Xanthosarus)	cochisiana	 	The Gulch	14-Aug-01	Melilotus alba
24214	2	Megachilidae	Megachile	(Xanthosarus)	cochisiana	 	The Gulch	26-Jul-01	Melilotus alba
24215	1	Megachilidae	Megachile	(Xanthosarus)	cochisiana	 	The Gulch	13-Jun-03	No Floral Record
24216	1	Megachilidae	Megachile	(Xanthosarus)	cochisiana	 	White Point, 3.4 mi NNW	29-Sep-00	Ericameria nauseosa
24217	1	Megachilidae	Megachile	(Xanthosarus)	cochisiana	 	White Point, 3.4 mi NNW	23-Jul-01	No Floral Record
24218	1	Megachilidae	Megachile	(Xanthosarus)	cochisiana	 	White Point, 3.4 mi NNW	4-Jul-01	No Floral Record
24219	1	Megachilidae	Megachile	(Xanthosarus)	cochisiana	 	Willis Creek, 4.3 mi S, Sheep Creek Flat	5-Aug-03	No Floral Record
24222	2	Megachilidae	Megachile	(Megachiloides)	nevadensis	 	Duffy Mesa, 2 mi NNW	1-Sep-03	Chrysothamnus sp.
24223	2	Megachilidae	Megachile	(Megachiloides)	nevadensis	 	Duffy Mesa, 2 mi NNW	27-Aug-02	Chrysothamnus sp.
24224	1	Megachilidae	Megachile	(Megachiloides)	nevadensis	 	Duffy Mesa, 2 mi NNW	28-Aug-01	Chrysothamnus sp.
24225	1	Megachilidae	Megachile	(Megachiloides)	nevadensis	 	Duffy Mesa, 2 mi NNW	10-Sep-01	Ericameria nauseosa
24226	1	Megachilidae	Megachile	(Xanthosarus)	perihirta	 	Escalante Riv., jct Death Hollow, 1.3 mi W	9-Oct-02	Linum perenne
24227	1	Megachilidae	Megachile	(Xanthosarus)	perihirta	 	Shurtz Bush Creek, jct. Hwy 12	6-Aug-02	Grindelia squarrosa
24228	1	Megachilidae	Megachile	(Xeromegachile)	sp. 2	 	Brigham Plains, 4.0 mi S	6-Jun-01	Thelesperma subnudum
24229	1	Megachilidae	Osmia	(Acanthosmioides)	alpestris	 	Cougar Knoll, 0.61mi SSW	29-Apr-02	Taraxacum officinale
24230	1	Megachilidae	Osmia	(Acanthosmioides)	alpestris	 	Grosvenor Arch, 2.0 mi SSE	25-Apr-02	Astragalus sp.
24231	1	Megachilidae	Osmia	(Acanthosmioides)	alpestris	 	Pocket Hollow Springs, 0.25 mi E	16-May-01	No Floral Record
24232	1	Megachilidae	Osmia	(Acanthosmioides)	alpestris	 	Pool Hollow, nr.	30-May-01	No Floral Record
24233	1	Megachilidae	Osmia	(Acanthosmioides)	austromaritima	 	Cougar Knoll, 0.73 mi SSE	30-May-00	No Floral Record
24234	1	Megachilidae	Osmia	(Acanthosmioides)	austromaritima	 	Cougar Knoll, 0.77 mi SSW	31-May-00	No Floral Record
24235	1	Megachilidae	Osmia	(Acanthosmioides)	austromaritima	 	Cougar Knoll, 1.32 mi SSW	30-May-00	Sphaeralcea grossulariifolia
24236	1	Megachilidae	Osmia	(Acanthosmioides)	austromaritima	 	George Hollow, 0.22 mi SE	30-May-00	Lupinus sp.
24237	1	Megachilidae	Osmia	(Acanthosmioides)	austromaritima	 	George Hollow, 0.22 mi SE	14-Jun-01	No Floral Record
24238	1	Megachilidae	Osmia	(Acanthosmioides)	austromaritima	 	George Hollow, 0.22 mi SE	30-May-01	No Floral Record
24239	1	Megachilidae	Osmia	(Acanthosmioides)	austromaritima	 	Pool Hollow	8-May-02	Mahonia fremontii
24240	1	Megachilidae	Osmia	(Acanthosmioides)	integra	 	Blue Hills	5-May-02	Astragalus sp.
24241	4	Megachilidae	Osmia	(Acanthosmioides)	integra	 	Burnt Ridge, 1 mi N	21-May-03	Astragalus sp.
24242	2	Megachilidae	Osmia	(Acanthosmioides)	integra	 	Burnt Ridge, 1 mi N	21-May-03	Delphinium sp.
24243	5	Megachilidae	Osmia	(Acanthosmioides)	integra	 	Burnt Ridge, 1 mi N	21-May-03	No Floral Record
24244	1	Megachilidae	Osmia	(Acanthosmioides)	integra	 	Cougar Knoll, 0.2 mi NE	5-May-02	Arctostaphylos patula
24245	1	Megachilidae	Osmia	(Acanthosmioides)	integra	 	Cougar Knoll, 0.2 mi NE	5-May-02	Lupinus sp.
24246	1	Megachilidae	Osmia	(Acanthosmioides)	integra	 	Cougar Knoll, 0.34 mi SW	9-May-02	Erysimum asperum
24247	1	Megachilidae	Osmia	(Acanthosmioides)	integra	 	Cougar Knoll, 0.34 mi SW	31-May-00	Lupinus argenteus
24248	1	Megachilidae	Osmia	(Acanthosmioides)	integra	 	Cougar Knoll, 0.34 mi SW	9-May-02	Lupinus argenteus
24249	1	Megachilidae	Osmia	(Acanthosmioides)	integra	 	Cougar Knoll, 0.34 mi SW	9-May-02	No Floral Record
24250	2	Megachilidae	Osmia	(Acanthosmioides)	integra	 	Cougar Knoll, 0.48 mi S	8-May-02	No Floral Record
24251	1	Megachilidae	Osmia	(Acanthosmioides)	integra	 	Cougar Knoll, 0.61mi SSW	21-May-03	Astragalus sp.
24252	2	Megachilidae	Osmia	(Acanthosmioides)	integra	 	Cougar Knoll, 0.61mi SSW	5-Jun-03	Astragalus sp.
24253	3	Megachilidae	Osmia	(Acanthosmioides)	integra	 	Cougar Knoll, 0.61mi SSW	9-May-02	Lupinus argenteus
24254	1	Megachilidae	Osmia	(Acanthosmioides)	integra	 	Cougar Knoll, 0.61mi SSW	20-Jun-03	Marrubium vulgare
24255	2	Megachilidae	Osmia	(Acanthosmioides)	integra	 	Cougar Knoll, 0.61mi SSW	21-May-03	No Floral Record
24256	1	Megachilidae	Osmia	(Acanthosmioides)	integra	 	Cougar Knoll, 0.61mi SSW	29-Apr-02	No Floral Record
24257	1	Megachilidae	Osmia	(Acanthosmioides)	integra	 	Cougar Knoll, 0.61mi SSW	31-May-00	No Floral Record
24258	2	Megachilidae	Osmia	(Acanthosmioides)	integra	 	Cougar Knoll, 0.61mi SSW	5-Jun-03	No Floral Record
24259	3	Megachilidae	Osmia	(Acanthosmioides)	integra	 	Cougar Knoll, 0.61mi SSW	9-May-02	No Floral Record
24260	2	Megachilidae	Osmia	(Acanthosmioides)	integra	 	Cougar Knoll, 0.61mi SSW	29-Apr-02	Ribes leptanthum
24261	2	Megachilidae	Osmia	(Acanthosmioides)	integra	 	Cougar Knoll, 0.61mi SSW	9-May-02	Ribes leptanthum
24262	1	Megachilidae	Osmia	(Acanthosmioides)	integra	 	Cougar Knoll, 0.61mi SSW	9-May-02	Ribes sp.
24263	1	Megachilidae	Osmia	(Acanthosmioides)	integra	 	Cougar Knoll, 0.61mi SSW	21-May-03	Symphoricarpos oreophilus
24264	4	Megachilidae	Osmia	(Acanthosmioides)	integra	 	Cougar Knoll, 0.61mi SSW	5-Jun-03	Vicia americana
24265	1	Megachilidae	Osmia	(Acanthosmioides)	integra	 	Cougar Knoll, 0.73 mi SSE	21-May-03	Delphinium sp.
24266	1	Megachilidae	Osmia	(Acanthosmioides)	integra	 	Cougar Knoll, 0.77 mi SSW	16-May-00	No Floral Record
24267	1	Megachilidae	Osmia	(Acanthosmioides)	integra	 	Cougar Knoll, 0.97 mi NW	9-May-02	Cryptantha humilis
24268	1	Megachilidae	Osmia	(Acanthosmioides)	integra	 	Cougar Knoll, 0.97 mi SSE	9-May-02	Astragalus malacoides
24269	1	Megachilidae	Osmia	(Acanthosmioides)	integra	 	Cougar Knoll, 0.97 mi SSE	30-May-00	Lupinus argenteus
24270	1	Megachilidae	Osmia	(Acanthosmioides)	integra	 	Cougar Knoll, 0.97 mi SSE	18-May-01	Lupinus sp.
24271	2	Megachilidae	Osmia	(Acanthosmioides)	integra	 	Cougar Knoll, 0.97 mi SSE	30-May-00	Lupinus sp.
24272	2	Megachilidae	Osmia	(Acanthosmioides)	integra	 	Cougar Knoll, 1.28 mi SW	8-May-02	Lupinus argenteus
24273	1	Megachilidae	Osmia	(Acanthosmioides)	integra	 	Cougar Knoll, 1.32 mi SSW	30-May-00	Brassicaceae sp.
24274	1	Megachilidae	Osmia	(Acanthosmioides)	integra	 	Cougar Knoll, 1.32 mi SSW	15-Jun-01	Crepis occidentalis
24275	2	Megachilidae	Osmia	(Acanthosmioides)	integra	 	Cougar Knoll, 1.32 mi SSW	16-May-00	Cryptantha pterocarya
24276	1	Megachilidae	Osmia	(Acanthosmioides)	integra	 	Cougar Knoll, 1.32 mi SSW	17-May-01	Delphinium nuttallianum
24277	1	Megachilidae	Osmia	(Acanthosmioides)	integra	 	Cougar Knoll, 1.32 mi SSW	8-May-02	Lupinus argenteus
24278	2	Megachilidae	Osmia	(Acanthosmioides)	integra	 	Cougar Knoll, 1.32 mi SSW	15-Jun-01	No Floral Record
24279	1	Megachilidae	Osmia	(Acanthosmioides)	integra	 	Cougar Knoll, 1.32 mi SSW	3-May-01	No Floral Record
24280	1	Megachilidae	Osmia	(Acanthosmioides)	integra	 	Cougar Knoll, 1.32 mi SSW	30-May-01	No Floral Record
24281	2	Megachilidae	Osmia	(Acanthosmioides)	integra	 	Cougar Knoll, 1.32 mi SSW	8-May-02	No Floral Record
24282	1	Megachilidae	Osmia	(Acanthosmioides)	integra	 	Cougar Knoll, 1.32 mi SSW	28-Jun-01	Penstemon comarrhenus
24283	1	Megachilidae	Osmia	(Acanthosmioides)	integra	 	Cougar Knoll, 1.32 mi SSW	21-May-03	Taraxacum officinale
24284	1	Megachilidae	Osmia	(Acanthosmioides)	integra	 	Cougar Knoll, 1.32 mi SSW	30-May-01	Townsendia incana
24285	3	Megachilidae	Osmia	(Acanthosmioides)	integra	 	Cougar Knoll, 1.32 mi SSW	15-Jun-01	Vicia americana
24286	1	Megachilidae	Osmia	(Acanthosmioides)	integra	 	Cougar Knoll, 1.33 mi SSW	16-May-00	No Floral Record
24287	2	Megachilidae	Osmia	(Acanthosmioides)	integra	 	Deer Springs Pt, 0.11 mi W	14-May-02	Astragalus sp.
24288	2	Megachilidae	Osmia	(Acanthosmioides)	integra	 	Deer Springs Pt, 0.11 mi W	14-May-02	No Floral Record
24289	1	Megachilidae	Osmia	(Acanthosmioides)	integra	 	Deer Springs Pt, 0.11 mi W	14-May-02	Pediomelum pariense
24290	1	Megachilidae	Osmia	(Acanthosmioides)	integra	 	George Hollow, 0.22 mi SE	30-May-00	Calochortus aureus
24291	1	Megachilidae	Osmia	(Acanthosmioides)	integra	 	George Hollow, 0.22 mi SE	15-Jun-01	Cryptantha sp.
24292	1	Megachilidae	Osmia	(Acanthosmioides)	integra	 	George Hollow, 0.22 mi SE	18-May-01	No Floral Record
24293	2	Megachilidae	Osmia	(Acanthosmioides)	integra	 	George Hollow, 0.22 mi SE	30-May-01	Vicia americana
24294	1	Megachilidae	Osmia	(Acanthosmioides)	integra	 	Georgie Hollow, 0.6 mi NE	23-May-02	Cryptantha humilis
24295	1	Megachilidae	Osmia	(Acanthosmioides)	integra	 	Georgie Hollow, 0.6 mi NE	18-May-01	Lupinus sp.
24296	1	Megachilidae	Osmia	(Acanthosmioides)	integra	 	Georgie Hollow, 0.6 mi NE	5-Jun-03	No Floral Record
24297	1	Megachilidae	Osmia	(Acanthosmioides)	integra	 	Georgie Hollow, 0.6 mi NE	8-May-02	No Floral Record
24298	1	Megachilidae	Osmia	(Acanthosmioides)	integra	 	Georgie Hollow, 1 mi E	15-May-00	Cryptantha flava
24299	1	Megachilidae	Osmia	(Acanthosmioides)	integra	 	Georgie Hollow, 1 mi E	29-May-00	Cryptantha sp.
24300	1	Megachilidae	Osmia	(Acanthosmioides)	integra	 	Georgie Hollow, 1 mi E	15-May-00	No Floral Record
24301	1	Megachilidae	Osmia	(Acanthosmioides)	integra	 	Georgie Hollow, 1 mi E	29-May-00	No Floral Record
24302	1	Megachilidae	Osmia	(Acanthosmioides)	integra	 	Georgie Hollow, 1 mi E	4-May-00	No Floral Record
24303	1	Megachilidae	Osmia	(Acanthosmioides)	integra	 	Georgie Hollow, 2.3 mi E of head	30-May-01	Lupinus argenteus
24304	1	Megachilidae	Osmia	(Acanthosmioides)	integra	 	Grosvenor Arch, 2.0 mi SSE	25-Apr-02	Astragalus sp.
24305	4	Megachilidae	Osmia	(Acanthosmioides)	integra	 	Henrieville Creek, jct Hwy 12	12-May-03	Astragalus bisulcatus
24306	1	Megachilidae	Osmia	(Acanthosmioides)	integra	 	Jody's Knoll, 1.0 mi SSW	14-May-02	Lupinus argenteus
24307	4	Megachilidae	Osmia	(Acanthosmioides)	integra	 	Lake Canyon	21-May-03	Delphinium sp.
24308	1	Megachilidae	Osmia	(Acanthosmioides)	integra	 	Lake Canyon	31-May-01	Lupinus argenteus
24309	1	Megachilidae	Osmia	(Acanthosmioides)	integra	 	Lake Canyon	31-May-01	Lupinus sp.
24310	1	Megachilidae	Osmia	(Acanthosmioides)	integra	 	Lake Canyon	31-May-01	No Floral Record
24311	4	Megachilidae	Osmia	(Acanthosmioides)	integra	 	Lake Canyon	4-May-00	No Floral Record
24312	1	Megachilidae	Osmia	(Acanthosmioides)	integra	 	Lake Canyon	18-May-01	Taraxacum officinale
24313	1	Megachilidae	Osmia	(Acanthosmioides)	integra	 	Lake Draw, 0.3 mi SW	18-May-01	Cryptantha sp.
24314	8	Megachilidae	Osmia	(Acanthosmioides)	integra	 	Lake Pasture	4-May-00	No Floral Record
24315	2	Megachilidae	Osmia	(Acanthosmioides)	integra	 	Lake Pasture	4-May-00	Tragopogon dubius
24316	3	Megachilidae	Osmia	(Acanthosmioides)	integra	 	Left Hand Collet Cyn, 2.7 mi SE	9-May-01	Astragalus lonchocarpus
24317	1	Megachilidae	Osmia	(Acanthosmioides)	integra	 	Left Hand Collet Cyn, 2.7 mi SE	10-May-00	Astragalus oophorus
24318	2	Megachilidae	Osmia	(Acanthosmioides)	integra	 	Left Hand Collet Cyn, 2.7 mi SE	2-May-00	Astragalus oophorus
24319	4	Megachilidae	Osmia	(Acanthosmioides)	integra	 	Left Hand Collet Cyn, 2.7 mi SE	2-May-00	Astragalus sp.
24320	2	Megachilidae	Osmia	(Acanthosmioides)	integra	 	Left Hand Collet Cyn, 2.7 mi SE	4-Jun-01	Lupinus sp.
24321	1	Megachilidae	Osmia	(Acanthosmioides)	integra	 	Left Hand Collet Cyn, 2.7 mi SE	9-May-00	No Floral Record
24322	2	Megachilidae	Osmia	(Acanthosmioides)	integra	 	Left Hand Collet Cyn, 2.7 mi SE	9-May-01	No Floral Record
24323	1	Megachilidae	Osmia	(Acanthosmioides)	integra	 	Llewellyn Cyn.	17-May-01	No Floral Record
24324	2	Megachilidae	Osmia	(Acanthosmioides)	integra	 	Mollie's Nipple, 1.7 mi NW	13-Apr-02	Rhus trilobata
24325	1	Megachilidae	Osmia	(Acanthosmioides)	integra	 	Mudhole Spr., 0.08 mi NNW	17-May-01	Lupinus sp.
24326	2	Megachilidae	Osmia	(Acanthosmioides)	integra	 	Pleasant Grove Springs, 0.5 mi E	18-May-01	Delphinium andersonii
24327	1	Megachilidae	Osmia	(Acanthosmioides)	integra	 	Pool Hollow	30-May-01	Machaeranthera canescens
24328	1	Megachilidae	Osmia	(Acanthosmioides)	integra	 	Pool Hollow	8-May-02	No Floral Record
24329	8	Megachilidae	Osmia	(Acanthosmioides)	integra	 	Pool Hollow, nr.	23-May-02	Cryptantha humilis
24330	2	Megachilidae	Osmia	(Acanthosmioides)	integra	 	Pool Hollow, nr.	8-May-02	Cryptantha humilis
24331	7	Megachilidae	Osmia	(Acanthosmioides)	integra	 	Pool Hollow, nr.	8-May-02	Cryptantha sp.
24332	4	Megachilidae	Osmia	(Acanthosmioides)	integra	 	Pool Hollow, nr.	8-May-02	Delphinium sp.
24333	5	Megachilidae	Osmia	(Acanthosmioides)	integra	 	Pool Hollow, nr.	21-May-03	Euphorbia brachycera
24334	1	Megachilidae	Osmia	(Acanthosmioides)	integra	 	Pool Hollow, nr.	30-May-01	Lathyrus brachycalyx
24335	2	Megachilidae	Osmia	(Acanthosmioides)	integra	 	Pool Hollow, nr.	23-May-02	Lupinus argenteus
24336	3	Megachilidae	Osmia	(Acanthosmioides)	integra	 	Pool Hollow, nr.	5-Jun-02	Lupinus argenteus
24337	2	Megachilidae	Osmia	(Acanthosmioides)	integra	 	Pool Hollow, nr.	23-May-02	No Floral Record
24338	3	Megachilidae	Osmia	(Acanthosmioides)	integra	 	Pool Hollow, nr.	30-May-01	No Floral Record
24339	2	Megachilidae	Osmia	(Acanthosmioides)	integra	 	Pool Hollow, nr.	5-Jun-02	No Floral Record
24340	3	Megachilidae	Osmia	(Acanthosmioides)	integra	 	Pool Hollow, nr.	8-May-02	No Floral Record
24341	1	Megachilidae	Osmia	(Acanthosmioides)	integra	 	Pool Hollow, nr.	21-May-03	Pediocactus sp.
24342	2	Megachilidae	Osmia	(Acanthosmioides)	integra	 	The Gut, 2.86 mi SSW	12-May-03	Astragalus sp.
24343	2	Megachilidae	Osmia	(Acanthosmioides)	integra	 	Twentyfive Mile Wash, 1.6 mi S	3-May-00	Astragalus oophorus
24344	1	Megachilidae	Osmia	(Acanthosmioides)	integra	 	White Point, 0.4 mi S	24-Apr-02	No Floral Record
24345	1	Megachilidae	Osmia	(Acanthosmioides)	integra	 	White Point, 2.3 mi NNW	16-Apr-01	No Floral Record
24346	1	Megachilidae	Osmia	(Acanthosmioides)	integra	 	White Point, 2.3 mi NNW	4-Jun-01	No Floral Record
24347	1	Megachilidae	Osmia	(Acanthosmioides)	integra	 	White Point, 2.6 mi NNE	11-May-03	Cryptantha sp.
24348	1	Megachilidae	Osmia	(Acanthosmioides)	integra	 	White Point, 3.1 mi NNW	8-May-00	No Floral Record
24349	1	Megachilidae	Osmia	(Acanthosmioides)	longula	 	Left Hand Collet Cyn, 2.7 mi SE	2-May-00	Astragalus oophorus
24350	1	Megachilidae	Osmia	(Acanthosmioides)	longula	 	Left Hand Collet Cyn, 2.7 mi SE	2-May-00	Astragalus sp.
24351	1	Megachilidae	Osmia	(Acanthosmioides)	nigrifrons	 	Blackburn Cyn, mouth of	17-May-01	No Floral Record
24352	1	Megachilidae	Osmia	(Acanthosmioides)	nigrifrons	 	Cougar Knoll, 0.61mi SSW	9-May-02	No Floral Record
24353	2	Megachilidae	Osmia	(Acanthosmioides)	nigrifrons	 	Cougar Knoll, 0.61mi SSW	9-May-02	Ribes leptanthum
24354	3	Megachilidae	Osmia	(Acanthosmioides)	nigrifrons	 	Cougar Knoll, 0.73 mi SSE	29-Apr-02	Taraxacum officinale
24355	1	Megachilidae	Osmia	(Acanthosmioides)	nigrifrons	 	Cougar Knoll, 0.97 mi SSE	29-Apr-02	Lupinus argenteus
24356	1	Megachilidae	Osmia	(Acanthosmioides)	nigrifrons	 	Cougar Knoll, 1.27 mi NW	17-May-01	Gilia inconspicua
24357	1	Megachilidae	Osmia	(Acanthosmioides)	nigrifrons	 	Cougar Knoll, 1.27 mi NW	17-May-01	Taraxacum officinale
24358	1	Megachilidae	Osmia	(Acanthosmioides)	nigrifrons	 	Cougar Knoll, 1.28 mi SW	31-May-00	Lupinus sp.
24359	1	Megachilidae	Osmia	(Acanthosmioides)	nigrifrons	 	Cougar Knoll, 1.28 mi SW	18-May-01	No Floral Record
24360	1	Megachilidae	Osmia	(Acanthosmioides)	nigrifrons	 	Cougar Knoll, 1.28 mi SW	18-May-01	Taraxacum officinale
24361	2	Megachilidae	Osmia	(Acanthosmioides)	nigrifrons	 	Cougar Knoll, 1.28 mi SW	23-May-02	Taraxacum officinale
24362	1	Megachilidae	Osmia	(Acanthosmioides)	nigrifrons	 	Cougar Knoll, 1.28 mi SW	8-May-02	Taraxacum officinale
24363	2	Megachilidae	Osmia	(Acanthosmioides)	nigrifrons	 	Cougar Knoll, 1.33 mi NW	31-May-00	No Floral Record
24364	1	Megachilidae	Osmia	(Acanthosmioides)	nigrifrons	 	Cougar Knoll, 1.33 mi NW	31-May-00	Rosa sp.
24365	1	Megachilidae	Osmia	(Acanthosmioides)	nigrifrons	 	Cougar Knoll, 1.33 mi NW	31-May-00	Vicia americana
24366	1	Megachilidae	Osmia	(Acanthosmioides)	nigrifrons	 	First Blackburn Canyon, 0.12 mi W	17-May-01	No Floral Record
24367	1	Megachilidae	Osmia	(Acanthosmioides)	nigrifrons	 	George Hollow, 0.22 mi SE	18-May-01	Astragalus sp.
24368	1	Megachilidae	Osmia	(Acanthosmioides)	nigrifrons	 	George Hollow, 0.22 mi SE	30-May-01	Lupinus argenteus
24369	1	Megachilidae	Osmia	(Acanthosmioides)	nigrifrons	 	George Hollow, 0.22 mi SE	18-May-01	Mahonia fremontii
24370	1	Megachilidae	Osmia	(Acanthosmioides)	nigrifrons	 	George Hollow, 0.22 mi SE	14-Jun-01	No Floral Record
24371	1	Megachilidae	Osmia	(Acanthosmioides)	nigrifrons	 	George Hollow, 0.22 mi SE	30-May-01	No Floral Record
24372	1	Megachilidae	Osmia	(Acanthosmioides)	nigrifrons	 	George Hollow, 0.22 mi SE	8-May-02	No Floral Record
24373	1	Megachilidae	Osmia	(Acanthosmioides)	nigrifrons	 	Georgie Hollow, 1 mi E	29-May-00	Cryptantha sp.
24374	1	Megachilidae	Osmia	(Acanthosmioides)	nigrifrons	 	Georgie Hollow, 1 mi E	8-May-02	No Floral Record
24375	1	Megachilidae	Osmia	(Acanthosmioides)	nigrifrons	 	Henrieville Cr	5-May-02	Rhus trilobata
24376	1	Megachilidae	Osmia	(Acanthosmioides)	nigrifrons	 	Lake Canyon	29-May-00	Cryptantha pterocarya
24377	1	Megachilidae	Osmia	(Acanthosmioides)	nigrifrons	 	Lake Canyon	31-May-01	Lupinus sp.
24378	1	Megachilidae	Osmia	(Acanthosmioides)	nigrifrons	 	Lake Canyon	4-May-00	No Floral Record
24379	1	Megachilidae	Osmia	(Acanthosmioides)	nigrifrons	 	Lake Canyon	18-May-01	No Floral Record
24380	1	Megachilidae	Osmia	(Acanthosmioides)	nigrifrons	 	Lake Canyon	8-May-02	Taraxacum officinale
24381	1	Megachilidae	Osmia	(Acanthosmioides)	nigrifrons	 	Lake Canyon	31-May-01	Vicia americana
24382	1	Megachilidae	Osmia	(Acanthosmioides)	nigrifrons	 	Lake Pasture	29-May-00	No Floral Record
24383	6	Megachilidae	Osmia	(Acanthosmioides)	nigrifrons	 	Lake Pasture	4-May-00	No Floral Record
